Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
25,0,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,1,Research Scientist,2,Single,2096,3,2,3,2,2
58,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,1,Male,1,Research Scientist,3,Divorced,2372,3,2,3,3,2
39,1,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,1,Research Scientist,1,Single,3904,3,6,2,3,5
30,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,1,Female,2,Laboratory Technician,4,Married,4627,3,10,6,3,9
50,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,4,Female,4,Research Director,1,Married,16880,3,25,2,3,3
41,0,Non-Travel,256,Sales,10,2,Medical,1,1329,3,Male,2,Sales Executive,2,Single,6151,3,19,4,3,19
31,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,1,Sales Representative,2,Single,2302,3,3,2,4,3
44,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,1,Laboratory Technician,1,Married,2362,3,10,4,4,3
40,0,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,3,Male,1,Research Scientist,3,Divorced,3544,3,6,0,3,4
25,0,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,1,Laboratory Technician,4,Married,3669,3,7,6,2,3
40,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,1,Laboratory Technician,2,Married,2387,4,7,3,3,4
51,0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,4,Female,4,Manufacturing Director,2,Single,13142,3,29,1,2,5
27,0,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,2,Sales Executive,4,Single,5071,4,8,3,3,6
35,1,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,2,Sales Executive,3,Married,4614,3,5,0,2,4
38,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,1,Research Scientist,3,Divorced,2610,3,4,2,3,4
31,1,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,2,Manufacturing Director,3,Married,6179,3,10,3,2,10
51,0,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,2,Male,3,Sales Executive,2,Married,10596,3,14,5,3,4
41,0,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,4,Female,2,Research Scientist,4,Divorced,5467,3,12,4,2,6
32,0,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,2,Sales Executive,2,Married,4078,3,4,3,2,3
25,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,1,Male,2,Sales Executive,3,Married,6232,3,6,3,2,3
27,0,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,2,Sales Executive,4,Married,5769,3,6,3,3,6
27,1,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,1,Research Scientist,3,Single,2394,3,8,2,3,8
37,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,1,Laboratory Technician,3,Single,3629,3,8,6,3,3
35,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,3,Manufacturing Director,4,Single,9362,3,10,2,3,2
25,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,1,Laboratory Technician,4,Married,3229,3,7,2,2,3
30,0,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,2,Sales Executive,1,Divorced,4779,3,8,3,3,3
31,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,1,Female,4,Research Director,2,Single,16422,3,9,3,4,3
36,0,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,2,Sales Executive,1,Married,5647,3,11,3,2,3
25,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,1,Sales Representative,1,Married,4400,3,6,2,3,3
56,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,1,Female,1,Research Scientist,1,Married,2066,4,5,3,4,3
41,0,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,1,Research Scientist,3,Married,2127,3,7,5,2,4
31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,1,Human Resources,2,Single,2109,3,8,3,3,3
31,1,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,2,Male,1,Laboratory Technician,4,Married,3722,3,7,2,1,2
48,0,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,3,Male,2,Sales Executive,1,Divorced,5486,3,15,3,3,2
34,1,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,1,Human Resources,3,Married,2742,3,2,0,3,2
44,0,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,1,Laboratory Technician,3,Single,3162,3,7,5,3,5
49,0,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1473,1,Male,2,Healthcare Representative,3,Married,6651,3,20,0,2,3
44,0,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,4,Male,1,Research Scientist,2,Single,3420,3,6,3,2,5
28,1,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486,1,Male,1,Sales Representative,3,Married,2909,3,5,3,4,3
44,0,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,2,Male,3,Manufacturing Director,3,Single,10209,3,16,2,2,2
55,0,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,1501,4,Male,2,Healthcare Representative,3,Married,4035,3,4,2,3,3
28,0,Travel_Frequently,467,Sales,7,3,Life Sciences,1,1507,3,Male,2,Sales Executive,1,Single,4898,3,5,5,3,4
49,0,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509,3,Female,2,Laboratory Technician,1,Married,4789,4,10,3,3,3
29,0,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,4,Female,1,Laboratory Technician,2,Married,3180,3,4,3,3,3
32,0,Travel_Rarely,495,Research & Development,10,3,Medical,1,1516,3,Male,3,Manager,4,Single,11244,4,10,5,4,5
31,1,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,4,Female,1,Research Scientist,3,Single,4084,3,7,2,1,7
40,0,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552,4,Male,2,Healthcare Representative,4,Divorced,4069,3,8,2,3,2
36,0,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,1,Sales Representative,4,Single,2644,4,7,3,2,3
33,0,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,1560,1,Male,2,Sales Executive,1,Married,6392,3,8,6,1,2
30,0,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,3,Sales Executive,2,Married,9250,3,9,3,3,4
38,1,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,3,Male,2,Manufacturing Director,2,Married,4855,3,7,2,3,5
48,0,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,Female,1,Research Scientist,1,Married,2367,3,10,3,2,8
34,0,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,2,Male,2,Research Scientist,4,Married,5484,3,9,3,2,2
38,0,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,2,Female,2,Sales Executive,2,Single,4198,3,8,5,4,3
35,0,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,1,Female,2,Healthcare Representative,3,Single,6142,3,10,4,3,5
23,0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,4,Male,1,Research Scientist,3,Married,2073,3,4,2,3,2
36,0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,2,Laboratory Technician,1,Married,5562,3,9,3,3,3
34,0,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,Male,2,Healthcare Representative,3,Married,5063,3,8,3,2,8
22,0,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,Female,1,Research Scientist,3,Married,2814,3,4,2,2,4
32,0,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,2,Female,1,Research Scientist,4,Married,3312,3,6,3,3,3
31,0,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,2,Sales Executive,1,Single,5332,3,10,3,3,5
36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,2,Manufacturing Director,3,Married,4663,3,7,2,3,3
21,0,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,1,Research Scientist,4,Single,3117,3,3,2,3,2
47,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,5,Manager,3,Married,19658,3,27,2,3,5
39,0,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,2,Manufacturing Director,3,Single,5042,3,10,2,1,9
40,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,3,Manufacturing Director,4,Single,7945,3,18,2,2,4
48,0,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,4,Manager,4,Married,15202,4,23,3,3,2
35,1,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,2,Sales Executive,4,Divorced,5440,3,7,2,2,2
27,0,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,1,Research Scientist,3,Married,3517,3,5,0,3,3
27,0,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,1,Research Scientist,4,Single,2580,3,6,0,2,4
40,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,1,Laboratory Technician,1,Single,2166,3,10,3,1,4
29,0,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,2,Sales Executive,3,Single,5869,3,8,2,3,5
36,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,3,Healthcare Representative,1,Married,8008,3,9,6,3,3
49,0,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,4,Research Director,2,Married,16413,3,27,2,3,4
20,0,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,1,Sales Representative,3,Single,2783,3,2,3,3,2
36,0,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,2,Manufacturing Director,3,Married,4374,3,4,6,3,3
33,0,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,2,Sales Executive,4,Divorced,5505,3,6,5,3,6
49,0,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,1,Laboratory Technician,1,Divorced,2587,3,17,2,2,2
47,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,4,Manager,2,Divorced,15972,3,29,2,3,3
20,0,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,1,Sales Representative,1,Single,2728,3,2,3,3,2
36,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,2,Healthcare Representative,3,Married,5347,3,10,2,2,3
44,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,1,Human Resources,4,Divorced,3195,3,8,2,3,2
55,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,1,Research Scientist,2,Divorced,3537,3,8,1,3,4
23,1,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,1,Sales Representative,4,Divorced,2275,4,3,2,3,3
26,0,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,1,Laboratory Technician,3,Married,2305,3,3,3,4,3
32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,1,Research Scientist,3,Married,3433,3,10,3,2,5
31,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,1,Laboratory Technician,3,Married,3477,3,6,2,4,5
41,0,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,2,Human Resources,2,Married,6430,3,10,4,3,3
24,0,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,1,Laboratory Technician,1,Divorced,3907,3,6,2,4,6
36,1,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,2,Sales Executive,1,Divorced,6134,3,16,3,3,2
23,0,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,1,Laboratory Technician,2,Single,3295,3,3,3,1,3
24,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,1,Human Resources,4,Married,2145,3,3,2,3,2
30,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,1,Human Resources,4,Divorced,2180,3,6,0,2,4
31,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,2,Sales Executive,3,Married,8346,3,6,3,3,5
27,0,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,1,Research Scientist,4,Single,3445,3,6,5,2,6
29,1,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,1,Sales Representative,2,Single,2760,3,2,3,3,2
29,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,2,Healthcare Representative,3,Single,6294,3,10,5,4,3
53,0,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,4,Manufacturing Director,3,Married,12965,4,27,2,2,3
34,0,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,2,Sales Executive,4,Single,6029,3,6,3,3,2
51,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,3,Manager,3,Married,13116,3,15,2,3,2
37,0,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,2,Sales Executive,2,Married,4189,3,5,2,3,5
46,0,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,2,Sales Executive,2,Single,7991,3,6,3,3,2
43,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,1,Research Scientist,3,Single,2438,3,7,2,2,3
41,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,2,Healthcare Representative,2,Single,6870,3,11,3,1,3
31,0,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,3,Sales Executive,1,Married,9637,3,9,3,3,3
28,0,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,1,Research Scientist,1,Married,3591,4,3,3,3,3
38,0,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,2,Sales Representative,4,Married,5405,4,20,4,2,4
58,0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,4,Research Director,3,Married,15787,3,23,3,3,2
29,1,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,1,Human Resources,1,Divorced,2335,3,4,3,3,2
47,0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,1,Laboratory Technician,3,Single,2105,3,7,2,3,2
28,0,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,Male,1,Human Resources,4,Divorced,2706,3,3,2,3,3
32,1,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,2,Sales Executive,2,Single,9907,3,7,3,2,2
39,0,Travel_Rarely,835,Research & Development,19,4,Other,1,1871,4,Male,2,Research Scientist,4,Divorced,3902,3,7,2,3,2
55,0,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,1873,2,Male,1,Research Scientist,4,Married,2662,4,19,2,4,5
29,0,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,1883,4,Male,1,Laboratory Technician,1,Single,2062,3,11,2,3,3
35,0,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,2,Manufacturing Director,2,Married,4788,3,4,2,3,3
34,1,Non-Travel,967,Research & Development,16,4,Technical Degree,1,1905,4,Male,1,Research Scientist,1,Married,2307,4,5,2,3,5
56,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,1,Male,1,Laboratory Technician,4,Single,2587,3,5,3,3,4
36,0,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,2,Sales Executive,2,Married,5507,3,12,1,1,4
31,0,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,Female,2,Sales Executive,4,Divorced,6583,3,8,2,3,5
34,0,Travel_Rarely,735,Sales,3,1,Medical,1,1915,4,Female,2,Sales Executive,4,Married,8103,3,9,3,2,4
31,0,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,1,Female,1,Laboratory Technician,3,Divorced,3978,3,4,0,2,2
45,0,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,2,Healthcare Representative,3,Single,5399,3,12,3,3,4
39,0,Non-Travel,1251,Sales,21,4,Life Sciences,1,1929,1,Female,2,Sales Executive,3,Married,5736,3,10,1,3,3
38,0,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,1940,2,Male,1,Research Scientist,4,Divorced,4771,3,10,0,4,5
31,0,Non-Travel,976,Research & Development,3,2,Medical,1,1948,3,Male,1,Research Scientist,1,Divorced,3065,3,4,3,4,4
53,1,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1968,1,Male,3,Sales Executive,1,Single,10448,3,15,2,2,2
38,0,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,4,Male,1,Human Resources,2,Married,2991,3,7,2,3,6
54,0,Travel_Rarely,157,Research & Development,10,3,Medical,1,1980,3,Female,2,Manufacturing Director,1,Single,4440,3,9,3,3,5
23,0,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,4,Male,1,Laboratory Technician,4,Single,2647,3,5,6,4,5
25,0,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,1,Laboratory Technician,3,Divorced,3977,3,7,2,2,2
31,0,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,1,Male,1,Sales Representative,3,Married,3067,3,3,1,3,2
35,0,Travel_Rarely,1490,Research & Development,11,4,Medical,1,2003,4,Male,1,Laboratory Technician,3,Married,2660,3,5,3,3,2
22,0,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,2007,4,Male,1,Research Scientist,3,Single,3375,3,4,2,4,3
32,0,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,2010,3,Female,1,Laboratory Technician,2,Single,2837,3,6,3,3,6
32,0,Travel_Rarely,234,Sales,1,4,Medical,1,2013,2,Male,1,Sales Representative,2,Married,2269,3,3,2,3,2
21,0,Travel_Rarely,501,Sales,5,1,Medical,1,2021,3,Male,1,Sales Representative,1,Single,2380,3,2,6,3,2
36,0,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,2,Manufacturing Director,2,Divorced,5131,3,18,3,3,4
29,1,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,1,Research Scientist,4,Married,4787,3,4,3,4,2
32,0,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,4,Male,1,Research Scientist,1,Single,2439,3,4,4,3,4
40,0,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,1,Research Scientist,3,Single,2809,3,8,2,3,2
35,0,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,2,Healthcare Representative,3,Married,5689,3,10,2,4,10
50,1,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,4,Male,3,Sales Executive,1,Divorced,10854,3,20,3,3,3
26,0,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,1,Sales Representative,3,Single,2966,3,5,2,3,4
36,0,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,2,Laboratory Technician,4,Married,2571,3,17,3,3,5
27,0,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,2,Manufacturing Director,2,Married,6142,4,6,0,3,6
33,0,Travel_Rarely,924,Research & Development,2,3,Medical,1,39,3,Male,1,Laboratory Technician,4,Single,2496,3,7,3,3,1
36,0,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,51,2,Female,1,Research Scientist,1,Married,3419,3,6,3,4,1
31,0,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,1,Research Scientist,2,Single,2501,3,1,4,3,1
22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,1,Laboratory Technician,4,Married,2523,3,3,2,3,2
27,0,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,1,Research Scientist,3,Divorced,2566,3,1,2,2,1
33,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,1,Research Scientist,4,Single,2500,3,4,2,4,3
36,0,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,1,Laboratory Technician,4,Single,2153,3,8,2,3,8
37,0,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,1,Research Scientist,1,Married,3920,3,17,2,2,3
32,0,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,359,2,Male,1,Laboratory Technician,2,Married,2794,4,5,3,1,5
51,0,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,4,Male,2,Manufacturing Director,2,Divorced,5482,3,13,3,3,4
49,0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,3,Female,4,Healthcare Representative,3,Single,13964,3,25,2,3,7
35,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,2,Healthcare Representative,2,Single,6540,3,10,5,3,1
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,1,Research Scientist,2,Married,2244,3,2,1,3,2
33,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,4,Research Director,3,Divorced,16184,3,10,2,3,6
31,1,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,2,Sales Executive,1,Divorced,4233,3,9,2,1,3
45,1,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,2,Sales Executive,1,Married,4286,3,5,4,3,1
53,0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,4,Research Director,3,Married,14814,3,32,3,3,5
34,0,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,2,Healthcare Representative,3,Single,6142,3,10,2,3,5
43,0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,2,Male,4,Research Director,1,Married,17159,4,22,3,3,4
28,0,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,2,Male,1,Human Resources,4,Divorced,4936,3,6,6,3,5
42,0,Travel_Frequently,1271,Research & Development,2,1,Medical,1,875,2,Male,1,Research Scientist,4,Single,2515,3,8,2,3,2
27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,1,Research Scientist,3,Single,2318,3,1,2,3,1
40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964,4,Male,1,Research Scientist,2,Divorced,3617,3,3,2,3,1
37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,3,Sales Executive,3,Married,10609,3,17,2,1,14
29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,3,Female,1,Sales Representative,4,Married,2157,3,3,5,3,3
38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,3,Male,1,Research Scientist,3,Married,2684,3,3,0,2,2
34,0,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,2,Sales Executive,4,Divorced,9725,3,16,2,2,15
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,1,Sales Representative,3,Married,2220,3,1,2,3,1
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,5,Research Director,3,Married,19237,3,29,2,2,8
26,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,1,Laboratory Technician,3,Divorced,2377,4,1,0,2,1
28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,1,Research Scientist,3,Divorced,2703,3,3,2,3,3
28,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,1,Laboratory Technician,4,Married,2515,3,1,4,2,1
40,0,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,2,Research Scientist,4,Married,4422,3,16,3,1,1
19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,1,Research Scientist,1,Single,2552,4,1,4,3,1
20,0,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,1,Sales Representative,4,Single,2678,3,2,2,3,2
40,0,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,2,Sales Executive,2,Divorced,6852,3,7,2,4,5
19,1,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,1,Research Scientist,2,Single,1859,4,1,2,4,1
59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,2,Sales Executive,4,Single,5171,3,13,2,3,6
30,0,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,3,Manager,1,Married,11916,4,9,2,3,9
45,0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,2,Male,3,Manufacturing Director,4,Married,9380,3,10,4,4,3
40,0,Travel_Rarely,896,Research & Development,2,3,Medical,1,1474,3,Male,1,Research Scientist,3,Divorced,2345,3,8,3,4,3
30,0,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,2,Sales Executive,3,Married,5301,3,4,2,2,2
24,0,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,3,Male,1,Laboratory Technician,1,Divorced,2296,3,2,3,3,1
32,0,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555,4,Female,2,Research Scientist,2,Married,5878,3,12,2,3,7
28,1,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,3,Male,1,Laboratory Technician,2,Married,2408,3,1,3,3,1
49,0,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,2,Sales Executive,4,Single,4507,3,8,1,4,5
38,0,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,1,Laboratory Technician,2,Married,2468,3,9,4,2,6
46,0,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,5,Research Director,4,Divorced,19328,3,24,3,3,2
34,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,2,Laboratory Technician,1,Married,5346,3,11,3,2,7
39,0,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,3,Male,2,Sales Executive,4,Divorced,4127,3,7,6,3,2
26,1,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,1,Human Resources,2,Married,2148,3,6,3,3,5
54,0,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,4,Female,2,Research Scientist,4,Married,6854,3,14,2,2,7
36,0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,2,Human Resources,4,Single,3886,4,10,2,2,10
32,1,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1939,1,Female,1,Research Scientist,3,Single,2432,3,8,2,3,4
32,0,Non-Travel,1146,Research & Development,15,4,Medical,1,1955,3,Female,2,Healthcare Representative,4,Divorced,6667,3,9,6,3,5
28,1,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,1960,3,Male,1,Laboratory Technician,4,Divorced,2367,3,6,2,2,4
33,0,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,2,Male,1,Laboratory Technician,3,Divorced,2008,3,1,2,2,1
